"Batch_No","Product","Site","Manufacture_Date","Release_Date","Operator_ID","Batch_Size_kg","Assay_pct","Dissolution_pct","pH","Moisture_pct","Yield_pct","Assay_Fail","Dissolution_Fail","pH_Fail","Moisture_Fail","Result","Batch_Status","Deviation_Raised","CAPA_Required"
"BN-BAL-202511-0552","HepC-API","Ballydine","2025-11-06",2025-11-20,"OP-016",52.2,98.79,84.82,7.11,0.257,87.77,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202511-0184","Oncology-BioTx_01","Brinny","2025-11-07",2025-11-18,"OP-020",99.9,98.69,85.7,7.04,0.336,85.93,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0142","HepC-API","Ballydine","2025-11-08",2025-11-18,"OP-013",50.3,99,86.42,7.06,0.28,88.86,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202511-0205","Biologics-DS-A","Dunboyne","2025-11-09",2025-11-21,"OP-018",200.6,97.41,84.01,7.13,0.209,81.86,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202511-0366","Biologics-DS-A","Dunboyne","2025-11-10",2025-11-22,"OP-004",104.2,97.36,93.01,7.17,0.299,84.1,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0394","HepC-API","Ballydine","2025-11-10",2025-11-26,"OP-002",50.5,99.65,85.56,7.08,0.181,87.43,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202511-0400","Gardasil-Fill","Carlow","2025-11-11",2025-11-16,"OP-001",51.9,99.07,86.07,7.01,0.336,86.25,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0535","HepC-API","Ballydine","2025-11-11",2025-11-17,"OP-006",203.6,99.39,87.94,7.1,0.121,90.3,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0408","Keytruda-API","Ballydine","2025-11-12",2025-11-29,"OP-002",199.5,99.23,86.22,7.08,0.237,87.68,"No","No","No","No","Pass","Released","Yes","Yes"
"BN-BAL-202511-0542","HepC-API","Ballydine","2025-11-13",2025-11-18,"OP-001",98.3,99.2,88.99,7.14,0.279,87.31,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202511-0257","Gardasil-Fill","Carlow","2025-11-15",2025-11-27,"OP-015",250.5,97.57,91.68,7.06,0.175,89.72,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202511-0539","Gardasil-Fill","Carlow","2025-11-15",2025-12-03,"OP-013",54.7,98.01,84.96,6.82,0.332,89.55,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202511-0139","Biologics-DS-A","Dunboyne","2025-11-16",2025-12-01,"OP-017",95.3,97.86,88.59,7.07,0.283,84.91,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202511-0414","Gardasil-Fill","Carlow","2025-11-16",2025-12-02,"OP-006",48,99.19,89.54,7.19,0.247,86.9,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0532","Keytruda-API","Ballydine","2025-11-16",2025-11-21,"OP-019",196,99.56,84.63,7.06,0.248,89.89,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0280","Keytruda-API","Ballydine","2025-11-17",2025-11-27,"OP-007",104.6,99.77,89.4,7.03,0.314,91.64,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202511-0312","Biologics-DS-B","Dunboyne","2025-11-19",2025-12-03,"OP-019",45.6,98.25,91.91,7.22,0.323,82.41,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0323","HepC-API","Ballydine","2025-11-19",2025-12-05,"OP-005",48.5,98.23,92.54,7,0.288,89.4,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202511-0372","Biologics-DS-A","Dunboyne","2025-11-19",2025-12-03,"OP-007",100,97.42,89,7.09,0.243,85.92,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0105","HepC-API","Ballydine","2025-11-20",2025-12-04,"OP-007",253.3,99.49,86.55,7.03,0.2,87.79,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0498","HepC-API","Ballydine","2025-11-22",2025-12-03,"OP-001",245.6,98.86,84.94,7.09,0.364,88.53,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202511-0082","Biologics-DS-B","Dunboyne","2025-11-26",2025-12-01,"OP-015",48.6,98.78,91.44,6.97,0.253,86.55,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202511-0582","Biologics-DS-A","Dunboyne","2025-11-27",2025-12-05,"OP-011",52.5,98.08,91.48,7.17,0.183,83.67,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202511-0401","Biologics-DS-A","Dunboyne","2025-11-28",2025-12-15,"OP-017",96.7,97.69,86.86,7.17,0.201,81.21,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202511-0458","HepC-API","Ballydine","2025-11-28",2025-12-12,"OP-001",200.3,99.65,90.54,7.07,0.27,84.84,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202511-0302","Biologics-DS-B","Dunboyne","2025-11-30",2025-12-14,"OP-007",96.8,98.69,91.22,6.98,0.376,80.81,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202512-0074","Gardasil-Fill","Carlow","2025-12-01",2025-12-19,"OP-003",46.2,99.31,86.13,7.04,0.316,97.33,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202512-0083","Biologics-DS-A","Dunboyne","2025-12-02",2025-12-14,"OP-011",253.7,97.62,88.97,7.28,0.198,85.98,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202512-0243","Biologics-DS-A","Dunboyne","2025-12-03",2025-12-10,"OP-011",197.5,98.08,90.67,7.19,0.304,86.43,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202512-0558","Biologics-DS-B","Dunboyne","2025-12-04",2025-12-09,"OP-016",102.7,97.61,86.65,6.9,0.279,84.15,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202512-0598","Biologics-DS-A","Dunboyne","2025-12-04",2025-12-20,"OP-012",53.3,95.06,79.18,7.05,0.628,80,"Yes","Yes","No","Yes","Fail","Under Review","Yes","Yes"
"BN-DUN-202512-0045","Biologics-DS-B","Dunboyne","2025-12-06",2025-12-19,"OP-015",48.6,97.66,86.78,7.06,0.349,87.68,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202512-0454","Oncology-BioTx_01","Brinny","2025-12-06",2025-12-21,"OP-017",53.8,98.53,90.05,7.12,0.155,90.27,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202512-0042","Keytruda-API","Ballydine","2025-12-08",2025-12-17,"OP-002",203.1,99.76,84.11,6.85,0.276,87.14,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202512-0118","Biologics-DS-A","Dunboyne","2025-12-08",2025-12-19,"OP-010",247.9,97.04,87.09,7.03,0.356,78.5,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202512-0533","Gardasil-Fill","Carlow","2025-12-09",2025-12-15,"OP-003",197.1,98.24,88.56,6.98,0.291,92.53,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202512-0212","Biologics-DS-B","Dunboyne","2025-12-11",2025-12-18,"OP-007",195.9,97.73,85.16,7.09,0.299,83.1,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202512-0361","Gardasil-Fill","Carlow","2025-12-13",2025-12-19,"OP-019",249.8,99,92.36,7.13,0.244,91.85,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202512-0260","Oncology-BioTx_01","Brinny","2025-12-18",2025-12-31,"OP-014",197.8,99.11,86.72,7.23,0.246,82.45,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202512-0477","Keytruda-API","Ballydine","2025-12-18",2026-01-01,"OP-012",46.4,99.59,93.08,7.13,0.344,89.85,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202512-0179","Biologics-DS-B","Dunboyne","2025-12-19",2026-01-03,"OP-010",51.9,98.84,87,6.93,0.333,85.5,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202512-0024","HepC-API","Ballydine","2025-12-20",2025-12-31,"OP-015",202.9,99.15,88.77,7.1,0.27,88.36,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202512-0126","Gardasil-Fill","Carlow","2025-12-25",2026-01-03,"OP-016",250,98.01,83.33,7.17,0.356,92.88,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202512-0569","HepC-API","Ballydine","2025-12-26",2026-01-09,"OP-016",104.3,99.06,92.03,7,0.168,85.08,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202512-0075","HepC-API","Ballydine","2025-12-27",2026-01-09,"OP-015",245.5,99.05,91.22,7.17,0.218,87.4,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202512-0170","Keytruda-API","Ballydine","2025-12-28",2026-01-12,"OP-005",100.7,99.99,86.29,7.25,0.218,87.93,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202512-0494","Biologics-DS-A","Dunboyne","2025-12-28",2026-01-09,"OP-003",101,97.58,88.86,7.32,0.238,83.76,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202601-0032","Gardasil-Fill","Carlow","2026-01-07",2026-01-23,"OP-020",54.7,97.95,90.92,6.87,0.37,92.7,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202601-0264","Oncology-BioTx_01","Brinny","2026-01-08",2026-01-20,"OP-013",102.7,99.01,91.38,7.06,0.326,89.18,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202601-0560","HepC-API","Ballydine","2026-01-08",2026-01-25,"OP-001",203.9,100.61,89.04,7.16,0.269,86.62,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0175","Biologics-DS-B","Dunboyne","2026-01-11",2026-01-21,"OP-016",203.5,98.47,88.4,7.3,0.295,82.71,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0202","Biologics-DS-A","Dunboyne","2026-01-11",2026-01-28,"OP-015",196.1,98.44,89.02,7.21,0.333,80.95,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202601-0237","HepC-API","Ballydine","2026-01-11",2026-01-27,"OP-007",54.4,98.79,86.43,7.1,0.316,89.71,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202601-0319","Oncology-BioTx_01","Brinny","2026-01-12",2026-01-23,"OP-004",99.8,99.27,86.57,7.15,0.231,89.78,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0145","Biologics-DS-B","Dunboyne","2026-01-13",2026-01-30,"OP-008",104.5,97.79,85.69,7.01,0.255,87.25,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0360","Biologics-DS-B","Dunboyne","2026-01-13",2026-01-26,"OP-010",199.9,102.28,71.48,7.01,0.103,74.29,"Yes","Yes","No","No","Fail","Rejected","Yes","Yes"
"BN-DUN-202601-0049","Biologics-DS-A","Dunboyne","2026-01-14",2026-01-28,"OP-009",45.6,97,88.18,7.42,0.279,83.7,"No","No","Yes","No","Fail","Rejected","Yes","Yes"
"BN-CAR-202601-0136","Gardasil-Fill","Carlow","2026-01-14",2026-01-26,"OP-016",254.6,98.39,85.49,7.11,0.299,89.34,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0378","Biologics-DS-B","Dunboyne","2026-01-14",2026-01-27,"OP-003",103.8,98.55,98.14,7.24,0.35,83.94,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202601-0505","Gardasil-Fill","Carlow","2026-01-15",2026-01-22,"OP-015",196.4,97.81,90.22,7.12,0.295,92.14,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0315","Biologics-DS-A","Dunboyne","2026-01-16",2026-02-01,"OP-016",251.4,97,91.01,6.93,0.302,88.61,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0576","Biologics-DS-A","Dunboyne","2026-01-17",2026-01-26,"OP-019",200.9,97.99,87.86,7.26,0.339,79.98,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0271","Biologics-DS-B","Dunboyne","2026-01-18",2026-01-31,"OP-017",47.8,97.75,91.66,7.09,0.411,83.17,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0242","Biologics-DS-A","Dunboyne","2026-01-19",2026-01-30,"OP-009",252.9,97,88.29,6.93,0.313,87.09,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0224","Biologics-DS-A","Dunboyne","2026-01-20",2026-02-02,"OP-014",52.5,97.01,88.65,7.03,0.196,84.48,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202601-0290","HepC-API","Ballydine","2026-01-21",2026-01-30,"OP-012",246.3,98.88,84.19,7.16,0.393,86.6,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202601-0342","Biologics-DS-A","Dunboyne","2026-01-23",2026-02-04,"OP-004",199.4,97.59,81.65,6.89,0.385,80.58,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202601-0134","HepC-API","Ballydine","2026-01-24",2026-02-02,"OP-011",95,94.18,75.6,7.09,0.53,76.06,"Yes","Yes","No","Yes","Fail","Under Review","Yes","Yes"
"BN-BRI-202601-0358","Oncology-BioTx_01","Brinny","2026-01-24",2026-02-01,"OP-005",195.3,99.05,86.96,6.91,0.257,88.74,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202601-0363","HepC-API","Ballydine","2026-01-26",2026-02-12,"OP-010",200.8,99.05,92.86,7.11,0.25,89.24,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202601-0374","Keytruda-API","Ballydine","2026-01-27",2026-02-10,"OP-011",99,98.99,90.73,7.04,0.259,90.64,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202601-0206","HepC-API","Ballydine","2026-01-29",2026-02-15,"OP-001",250.4,99.31,82.91,7.12,0.153,91.17,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202601-0216","HepC-API","Ballydine","2026-01-29",2026-02-08,"OP-017",53.9,99.67,84.16,7.08,0.219,88.58,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202601-0167","Gardasil-Fill","Carlow","2026-01-30",2026-02-05,"OP-001",197.9,98.17,87.58,7.06,0.316,90.07,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202601-0446","Oncology-BioTx_01","Brinny","2026-01-31",2026-02-08,"OP-003",96.4,98.18,82.9,7.01,0.287,85.49,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0081","Keytruda-API","Ballydine","2026-02-01",2026-02-14,"OP-015",199.6,99.26,89.7,7.2,0.367,86.38,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202602-0279","Gardasil-Fill","Carlow","2026-02-01",2026-02-06,"OP-010",204.4,97.83,96.17,7.15,0.23,93.73,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0591","Keytruda-API","Ballydine","2026-02-01",2026-02-12,"OP-012",48.6,98.89,88.39,7.03,0.278,88.71,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0486","Keytruda-API","Ballydine","2026-02-03",2026-02-11,"OP-007",48.9,98.99,86.99,7.04,0.205,86.05,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0204","Keytruda-API","Ballydine","2026-02-05",2026-02-21,"OP-007",202.3,98.34,87.43,6.99,0.367,87.29,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202602-0340","Oncology-BioTx_01","Brinny","2026-02-05",2026-02-12,"OP-008",196.4,99.8,91.06,6.99,0.366,85.67,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202602-0006","Gardasil-Fill","Carlow","2026-02-07",2026-02-25,"OP-014",202.1,98.02,84.78,6.79,0.303,89.89,"No","No","Yes","No","Fail","Under Review","Yes","Yes"
"BN-BAL-202602-0248","HepC-API","Ballydine","2026-02-08",2026-02-21,"OP-015",47.5,99.63,91.09,7.17,0.304,85.98,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202602-0148","Oncology-BioTx_01","Brinny","2026-02-09",2026-02-21,"OP-014",95.5,98.25,92.58,7.07,0.336,82.03,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202602-0492","Gardasil-Fill","Carlow","2026-02-09",2026-02-18,"OP-004",49.1,97,90.48,7.05,0.337,89.07,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202602-0526","Biologics-DS-B","Dunboyne","2026-02-10",2026-02-16,"OP-002",96.3,97.37,85.32,7.32,0.241,89.64,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202602-0155","Gardasil-Fill","Carlow","2026-02-13",2026-02-21,"OP-005",100.2,98.38,88.3,7.08,0.228,89.23,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202602-0443","Gardasil-Fill","Carlow","2026-02-14",2026-02-24,"OP-011",98.7,98.15,82.87,7.09,0.184,89.82,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0347","HepC-API","Ballydine","2026-02-15",2026-02-20,"OP-001",248.8,99.11,82.94,7.05,0.351,90.3,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0113","Keytruda-API","Ballydine","2026-02-18",2026-03-08,"OP-010",97,99.3,95.03,6.77,0.286,89.92,"No","No","Yes","No","Fail","Rejected","Yes","Yes"
"BN-BAL-202602-0132","HepC-API","Ballydine","2026-02-19",2026-03-02,"OP-003",200.2,100.49,87.23,7.03,0.327,88.03,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202602-0138","Oncology-BioTx_01","Brinny","2026-02-19",2026-03-02,"OP-013",246.4,99.26,83.9,7.05,0.302,89.22,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0156","Keytruda-API","Ballydine","2026-02-19",2026-03-04,"OP-008",247.3,98.52,87.52,7.31,0.353,87.69,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202602-0511","Gardasil-Fill","Carlow","2026-02-19",2026-03-06,"OP-018",48.9,98.88,83.22,7.06,0.167,91.01,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0178","HepC-API","Ballydine","2026-02-21",2026-03-06,"OP-018",47.7,100.37,87.28,7.15,0.201,91.02,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0294","Keytruda-API","Ballydine","2026-02-21",2026-03-11,"OP-006",247.4,99.86,85.53,7.03,0.21,88.53,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0512","HepC-API","Ballydine","2026-02-22",2026-03-05,"OP-014",203.7,98.98,88.57,6.99,0.242,90.75,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202602-0429","HepC-API","Ballydine","2026-02-23",2026-03-07,"OP-004",50.4,100.02,83.86,7.1,0.276,88.04,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202602-0129","Biologics-DS-A","Dunboyne","2026-02-24",2026-03-02,"OP-010",96.9,97.72,96.48,7.2,0.147,80.85,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202602-0029","Gardasil-Fill","Carlow","2026-02-26",2026-03-07,"OP-009",98.6,98.19,83.15,7.25,0.205,89.13,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202602-0098","Biologics-DS-A","Dunboyne","2026-02-28",2026-03-05,"OP-020",101.7,98.51,84.03,6.96,0.186,86.49,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202603-0519","Oncology-BioTx_01","Brinny","2026-03-01",2026-03-07,"OP-018",95.8,98.19,85.04,7.21,0.356,85.62,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202603-0509","Biologics-DS-B","Dunboyne","2026-03-02",2026-03-08,"OP-006",53.8,98.94,89.4,7.01,0.359,87.13,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202603-0356","Oncology-BioTx_01","Brinny","2026-03-05",2026-03-10,"OP-015",248.1,99.27,84.26,6.91,0.254,88.47,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202603-0058","Gardasil-Fill","Carlow","2026-03-06",2026-03-18,"OP-008",248.9,99.02,89.53,7.06,0.365,90.01,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202603-0051","Oncology-BioTx_01","Brinny","2026-03-13",2026-03-22,"OP-009",202.1,98.74,90.77,7.17,0.336,84.29,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202603-0214","Gardasil-Fill","Carlow","2026-03-15",2026-03-20,"OP-010",104.3,97.38,86.13,7.18,0.22,91.46,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202603-0100","Biologics-DS-B","Dunboyne","2026-03-16",2026-04-03,"OP-002",100.3,97.75,87.22,6.95,0.248,82.65,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202603-0198","Oncology-BioTx_01","Brinny","2026-03-18",2026-03-26,"OP-018",49.2,98.59,84.5,7.1,0.28,81.88,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202603-0233","Oncology-BioTx_01","Brinny","2026-03-18",2026-04-04,"OP-004",248,98.67,88.13,7.12,0.461,87.36,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202603-0547","Keytruda-API","Ballydine","2026-03-18",2026-03-29,"OP-013",205,99.7,82.31,7.15,0.295,83.39,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202603-0597","Oncology-BioTx_01","Brinny","2026-03-18",2026-03-24,"OP-013",247.2,98.37,83.17,7.09,0.294,86.29,"No","No","No","No","Pass","Released","Yes","Yes"
"BN-BAL-202603-0291","Keytruda-API","Ballydine","2026-03-20",2026-03-30,"OP-019",51.6,99.08,90.33,7.03,0.306,87.76,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202603-0168","Keytruda-API","Ballydine","2026-03-22",2026-04-07,"OP-006",52.5,99.28,85.8,7.04,0.156,88.56,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202603-0551","Oncology-BioTx_01","Brinny","2026-03-23",2026-04-03,"OP-005",104.1,99.93,89.1,7.22,0.315,83.93,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202603-0377","Keytruda-API","Ballydine","2026-03-25",2026-04-07,"OP-013",204.3,99.22,86.22,7.08,0.345,91.94,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202603-0362","Oncology-BioTx_01","Brinny","2026-03-26",2026-04-02,"OP-008",53.4,102.56,71.32,6.64,0.585,75.78,"Yes","Yes","Yes","Yes","Fail","Rejected","Yes","Yes"
"BN-CAR-202603-0274","Gardasil-Fill","Carlow","2026-03-27",2026-04-10,"OP-015",50.1,98.39,86.33,6.92,0.319,93.42,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202603-0590","Biologics-DS-A","Dunboyne","2026-03-28",2026-04-13,"OP-015",97.5,97.56,92.2,7.24,0.337,83.33,"No","No","No","No","Pass","Released","Yes","Yes"
"BN-DUN-202603-0480","Biologics-DS-A","Dunboyne","2026-03-31",2026-04-09,"OP-020",250,98.86,86.62,7.27,0.251,84.13,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202604-0211","HepC-API","Ballydine","2026-04-02",2026-04-10,"OP-012",50.6,99.25,83.57,7.17,0.275,85.8,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202604-0127","Biologics-DS-A","Dunboyne","2026-04-03",2026-04-11,"OP-003",250.2,97.82,87.29,6.95,0.371,82.08,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202604-0444","Keytruda-API","Ballydine","2026-04-04",2026-04-10,"OP-017",247.4,98.56,88.8,7.06,0.424,90.44,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202604-0119","Biologics-DS-A","Dunboyne","2026-04-06",2026-04-17,"OP-018",47.3,98.24,86.79,6.95,0.409,86.97,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202604-0231","Oncology-BioTx_01","Brinny","2026-04-10",2026-04-19,"OP-001",195.3,98.76,94.14,7.03,0.211,90.37,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202604-0299","HepC-API","Ballydine","2026-04-11",2026-04-19,"OP-008",197.2,99.64,89.26,7.02,0.294,88.02,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202604-0415","Biologics-DS-A","Dunboyne","2026-04-11",2026-04-20,"OP-007",104.3,97.34,84.66,7.04,0.268,83,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202604-0561","Biologics-DS-B","Dunboyne","2026-04-11",2026-04-26,"OP-005",97.6,97.59,86.9,7.19,0.222,85.39,"No","No","No","No","Pass","Released","No","No"
"BN-BRI-202604-0174","Oncology-BioTx_01","Brinny","2026-04-13",2026-04-25,"OP-013",100.2,98.41,93.52,7.16,0.265,88.34,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202604-0161","Keytruda-API","Ballydine","2026-04-14",2026-04-23,"OP-020",104.7,101.74,78.08,6.44,0.325,77.13,"Yes","Yes","Yes","No","Fail","Rejected","Yes","Yes"
"BN-BAL-202604-0434","HepC-API","Ballydine","2026-04-14",2026-04-21,"OP-014",195.7,98.75,89.09,7.32,0.315,89.09,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202604-0365","Keytruda-API","Ballydine","2026-04-17",2026-04-26,"OP-012",198.3,98.88,84.57,7.08,0.226,87.99,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202604-0289","HepC-API","Ballydine","2026-04-20",2026-05-07,"OP-001",102.5,97.94,89.27,7.27,0.114,86.53,"No","No","No","No","Pass","Released","Yes","Yes"
"BN-DUN-202604-0460","Biologics-DS-A","Dunboyne","2026-04-20",2026-05-03,"OP-007",102.6,97.95,90.94,7.1,0.291,81.32,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202604-0520","Gardasil-Fill","Carlow","2026-04-21",2026-04-26,"OP-004",51.7,97.88,87.42,7,0.156,90.78,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202604-0176","Gardasil-Fill","Carlow","2026-04-24",2026-04-29,"OP-008",204.1,99.22,88.46,7.14,0.317,92.54,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202604-0589","Gardasil-Fill","Carlow","2026-04-24",2026-05-04,"OP-010",45.6,98.94,86.62,6.89,0.286,90.74,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202604-0440","Biologics-DS-A","Dunboyne","2026-04-26",2026-05-04,"OP-011",54.1,97.35,92.15,7.09,0.27,82.84,"No","No","No","No","Pass","Released","No","No"
"BN-CAR-202604-0484","Gardasil-Fill","Carlow","2026-04-27",2026-05-06,"OP-015",253,99.3,94.31,7.17,0.253,92.75,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202604-0399","Biologics-DS-B","Dunboyne","2026-04-30",2026-05-06,"OP-008",204.8,99.21,91.67,7.09,0.371,83.69,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202605-0449","Keytruda-API","Ballydine","2026-05-03",2026-05-11,"OP-017",100.7,98.43,89.39,7,0.208,87.53,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202605-0396","Biologics-DS-A","Dunboyne","2026-05-04",2026-05-18,"OP-015",48.9,97.04,87.1,7.37,0.347,83.64,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202605-0596","HepC-API","Ballydine","2026-05-04",2026-05-21,"OP-017",246.2,98.96,85.54,7.21,0.276,88.16,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202605-0215","Biologics-DS-B","Dunboyne","2026-05-05",2026-05-11,"OP-002",245.5,98.23,93.93,7.04,0.24,85.35,"No","No","No","No","Pass","Released","No","No"
"BN-DUN-202605-0234","Biologics-DS-A","Dunboyne","2026-05-05",2026-05-19,"OP-009",201.6,97.89,89.34,7.2,0.357,82.55,"No","No","No","No","Pass","Released","No","No"
"BN-BAL-202605-0595","Keytruda-API","Ballydine","2026-05-06",2026-05-22,"OP-014",102.3,99.35,85.83,7.09,0.364,87.47,"No","No","No","No","Pass","Released","No","No"
